employee_id,team_id,department,role_function,manager_id,location_site,period_date,hours_planned,hours_worked,overtime_hours,absence_days,output_units,unit_value,quality_score,error_count,attrition_flag,date_joined,date_left,engagement_score,total_labor_cost,headcount
EMP0289,Team B,Engineering,DevOps Engineer,EMP0480,Remote,2026-06-01,160.0,164.0,10.2,0.4,15,0,49.0,1,False,2023-10-15,,3.45,10399.4,1
EMP0183,Team B,Marketing,Content Creator,EMP0438,HQ,2025-09-01,160.0,166.9,6.9,0.2,23,150,83.1,0,False,2024-02-19,,4.21,5317.5,1
EMP0283,team e,Sales,SDR,EMP0199,Branch-East,2026-01-01,160.0,163.2,3.2,2.0,34,150,72.1,2,True,2023-01-10,2026-05-03,2.37,4704.0,1
EMP0418,Team J,Sales,Account Executive,EMP0392,Branch-West,2025-10-01,160.0,162.9,2.9,0.4,18,2000,84.1,1,False,2025-06-01,,4.58,6690.0,1
EMP0217,Team I,SALES,Account Executive,EMP0480,Branch-West,2026-02-01,160.0,164.0,4.0,0.5,14,2000,95.0,10,False,2025-12-23,,3.76,6800.0,1
EMP0222,Team I,Sales,SDR,EMP0218,Branch-East,2026-04-01,160.0,161.8,1.8,2.5,31,150,88.0,1,False,2023-02-12,,2.87,4606.0,1
EMP0451,Team A,Operations,Ops Analyst,EMP0100,Remote,2026-08-01,160.0,140.8,0.9,1.0,50,40,56.6,2,False,2023-05-13,,2.58,4548.8,1
EMP0294,Team C,Sales,Account Executive,EMP0318,Remote,2025-12-01,160.0,150.9,0.2,1.9,9,2000,85.4,4,False,2023-01-18,,3.95,6048.0,1
EMP0387,Team G,Engineering,QA Engineer,EMP0167,HQ,2026-03-01,160.0,157.4,44.0,1.7,21,0,73.7,1,False,2021-12-10,,3.82,9382.8,1
EMP0370,Team E,ENGINEERING,DevOps Engineer,EMP0259,HQ,2026-04-01,160.0,161.1,7.8,2.2,16,0,79.8,0,False,2025-12-26,,4.97,10022.4,1
EMP0247,Team J,Sales,Sales Manager,EMP0476,Remote,2026-02-01,160.0,161.3,19.4,5.4,11,2500,73.8,0,False,2025-10-10,,3.06,9900.8,1
EMP0319,Team A,Engineering,QA Engineer,EMP0482,Branch-West,2026-02-01,160.0,152.1,11.1,0.6,29,0,54.7,0,False,2023-06-16,,4.16,7087.5,1
EMP0034,Team J,Marketing,Content Creator,EMP0434,Branch-West,2026-01-01,160.0,157.7,20.9,2.5,23,150,51.3,0,False,2023-04-13,,3.3,5671.5,1
EMP0473,Team H,Engineering,Developer,EMP0071,HQ,2025-10-01,160.0,170.0,10.0,1.8,21,0,57.7,2,False,2025-08-28,,,10175.0,1
EMP0147,Team A,Support,Support Lead,,Branch-West,2026-03-01,160.0,163.2,3.2,0.1,99,60,51.0,0,False,2023-04-22,,3.94,5712.0,1
EMP0385,Team B,Operations,Ops Analyst,EMP0217,HQ,2025-09-01,160.0,164.9,11.7,0.4,41,40,54.8,2,False,2022-05-10,,3.92,5838.4,1
EMP0049,TEAM C,Sales,SDR,EMP0225,Remote,2026-06-01,160.0,142.5,1.9,0.6,34,150,80.1,3,False,2025-12-31,,3.89,4069.8,1
EMP0192,Team G,Marketing,Marketing Specialist,EMP0457,,2026-02-01,160.0,159.3,0.9,4.8,14,300,54.9,8,False,2024-01-17,,3.41,5301.45,1
EMP0328,Team F,Support,Support Lead,EMP0167,Branch-East,2026-08-01,160.0,172.7,13.4,0.2,111,60,47.0,0,False,2024-09-18,,3.36,6555.2,1
EMP0063,Team F,Operations,Ops Analyst,EMP0470,Remote,2026-08-01,160.0,161.0,17.4,0.4,68,40,83.9,1,False,2026-02-18,,2.68,5987.2,1
EMP0416,Team D,Sales,Account Executive,EMP0450,Branch-East,2025-09-01,160.0,150.1,1.0,0.2,19,2000,70.8,2,False,2025-02-23,,3.24,6064.0,1
EMP0152,Team F,Engineering,QA Engineer,EMP0100,HQ,2026-03-01,160.0,148.1,0.1,0.4,28,0,83.9,2,False,2024-12-13,,4.09,6226.5,1
EMP0020,Team B,Engineering,DevOps Engineer,EMP0344,HQ,2026-02-01,160.0,158.8,14.0,0.2,17,0,89.3,0,False,2025-08-14,,2.5,10428.4,1
EMP0330,Team E,Engineering,DevOps Engineer,EMP0351,Branch-East,2025-11-01,160.0,141.1,8.9,,10,0,80.3,1,False,2025-07-30,,4.3,8958.1,1
EMP0187,Team C,Operations,Ops Analyst,EMP0351,HQ,2026-01-01,160.0,163.8,11.1,0.5,76,40,95.9,0,False,2025-09-30,,4.88,5774.4,1
EMP0379,Team D,Operations,Ops Analyst,EMP0471,Remote,2026-03-01,160.0,156.7,5.5,4.1,47,40,77.1,0,False,2025-03-21,,,5278.4,1
EMP0429,Team I,SALES,Sales Manager,EMP0344,Branch-East,2026-01-01,160.0,171.7,11.7,1.3,11,2500,82.2,1,False,2022-08-12,,3.47,9841.0,1
EMP0138,Team F,Support,Support Lead,EMP0245,Remote,2026-05-01,160.0,156.2,1.0,0.4,96,60,65.0,0,False,2024-02-26,,2.0,5361.8,1
EMP0419,Team E,Support,Support Agent,EMP0449,,2025-12-01,160.0,161.0,1.0,0.2,142,50,73.3,0,False,2024-08-22,,2.99,3900.0,1
EMP0065,Team C,Engineering,DevOps Engineer,EMP0199,HQ,2026-01-01,160.0,158.5,2.8,0.5,16,0,66.4,4,False,2025-05-06,,,9436.6,1
EMP0237,TEAM J,ENGINEERING,DevOps Engineer,EMP0077,HQ,2025-09-01,160.0,155.5,26.3,0.3,16,0,57.9,5,False,2021-10-17,,3.15,11307.1,1
EMP0119,Team I,Marketing,Content Creator,EMP0218,Remote,2025-11-01,160.0,159.1,5.0,0.2,14,150,70.0,3,False,2023-05-10,,2.69,4998.0,1
EMP0205,Team E,Support,Support Lead,EMP0449,Remote,2026-02-01,160.0,155.9,0.6,1.1,65,60,94.3,2,False,2024-03-02,,,5331.2,1
EMP0376,Team E,Sales,SDR,EMP0193,Branch-West,2025-11-01,160.0,162.7,2.7,,51,150,72.3,1,True,2022-03-01,2026-06-17,3.63,4669.0,1
EMP0488,Team I,Engineering,QA Engineer,EMP0480,HQ,2026-08-01,160.0,160.0,4.7,0.6,28,0,72.9,6,False,2023-12-14,,4.17,7016.1,1
EMP0494,Team C,Engineering,Data Engineer,EMP0210,HQ,2026-07-01,160.0,162.7,2.7,1.0,19,0,62.4,2,False,2024-08-06,,3.87,10005.0,1
EMP0424,Team G,Sales,Account Executive,EMP0471,Remote,2026-01-01,160.0,141.1,18.1,2.1,14,2000,80.6,3,False,2025-03-25,,3.69,6730.0,1
EMP0344,Team A,Sales,SDR,EMP0450,Remote,2026-04-01,160.0,152.9,1.1,2.5,51,150,89.4,1,False,2022-08-19,,3.35,4327.4,1
EMP0084,Team A,Engineering,Developer,EMP0006,Branch-West,2026-05-01,160.0,161.7,5.8,0.7,21,0,47.8,2,False,2024-05-20,,2.23,9372.0,1
EMP0173,Team B,Sales,SDR,EMP0392,Remote,2026-03-01,160.0,162.6,25.4,0.4,37,150,95.9,0,False,2021-08-26,,3.33,5619.6,1
EMP0246,Team B,Marketing,Marketing Specialist,EMP0355,HQ,2025-10-01,160.0,157.5,2.0,1.0,10,300,73.5,0,False,2024-11-20,,4.33,5296.5,1
EMP0349,Team G,Sales,Account Executive,EMP0047,Branch-West,2026-01-01,160.0,165.7,5.7,2.1,18,2000,94.6,3,False,2021-12-13,,2.98,6970.0,1
EMP0110,Team B,Engineering,DevOps Engineer,EMP0217,HQ,2026-04-01,160.0,159.2,2.2,,15,0,71.7,1,False,2024-10-04,,3.6,9425.0,1
EMP0082,Team A,Support,Support Lead,EMP0251,Remote,2026-04-01,160.0,161.0,5.2,0.4,81,60,,5,False,2022-02-09,,3.7,5739.2,1
EMP0091,Team B,Engineering,QA Engineer,EMP0035,Branch-East,2025-09-01,160.0,147.9,3.3,1.2,28,0,80.9,2,False,2022-10-13,,3.17,6419.7,1
EMP0105,Team F,Marketing,Marketing Specialist,EMP0303,HQ,2026-04-01,160.0,162.1,2.1,0.6,13,300,89.7,2,False,2022-11-12,,4.22,5453.25,1
EMP0273,Team E,Marketing,Content Creator,EMP0438,Branch-West,2026-02-01,160.0,157.8,0.1,3.8,23,150,46.5,0,False,2025-06-28,,3.71,4738.5,1
EMP0252,Team G,Sales,Account Executive,EMP0033,HQ,2025-11-01,160.0,161.7,1.7,0.0,10,2000,55.7,0,False,2025-06-22,,3.61,6570.0,1
EMP0276,Team F,Sales,SDR,EMP0077,Remote,2026-01-01,160.0,157.4,0.3,0.6,41,150,86.2,1,False,2022-12-15,,2.99,4419.8,1
EMP0269,Team D,Sales,SDR,EMP0100,HQ,2025-09-01,160.0,162.8,19.5,0.6,49,150,77.2,2,False,2022-01-05,,3.65,5377.4,1
EMP0426,team b,Sales,SDR,EMP0476,HQ,2026-01-01,160.0,155.5,3.1,1.3,45,150,90.5,4,False,2026-01-02,,2.87,4484.2,1
EMP0048,Team J,Sales,Account Executive,EMP0217,Remote,2025-09-01,160.0,162.5,2.5,0.5,17,2000,81.4,1,False,2023-11-16,,3.5,6650.0,1
EMP0449,Team F,Sales,Sales Manager,EMP0450,HQ,2026-07-01,160.0,163.1,3.1,1.4,8,2500,47.8,0,False,2025-01-09,,4.0,8723.0,1
EMP0163,Team I,Support,Support Agent,EMP0471,Branch-East,2025-09-01,160.0,175.7,15.7,1.8,113,50,90.7,0,False,2024-08-22,,4.23,4782.0,1
EMP0212,Team H,Support,Support Lead,EMP0006,Remote,2026-06-01,160.0,161.7,1.7,,91,60,,2,False,2024-11-10,,3.91,5584.5,1
EMP0474,Team F,Marketing,Marketing Specialist,EMP0035,,2026-02-01,160.0,156.4,12.7,1.1,8,300,83.7,0,False,2024-08-21,,3.65,5789.85,1
EMP0305,Team G,Support,Support Lead,EMP0376,Remote,2026-05-01,160.0,160.9,2.2,1.3,80,60,72.6,6,False,2022-09-18,,3.82,5582.8,1
EMP0112,Team A,Engineering,Developer,EMP0471,HQ,2026-07-01,160.0,161.8,1.8,0.0,18,0,95.7,2,False,2025-06-20,,3.83,9047.5,1
EMP0008,Team B,Marketing,Marketing Specialist,EMP0457,Remote,2026-04-01,160.0,167.0,28.0,1.8,12,300,78.8,1,False,2025-09-18,,3.29,6897.0,1
EMP0446,Team G,Marketing,Content Creator,EMP0061,Remote,2025-12-01,160.0,160.7,1.3,3.0,20,150,89.3,0,False,2022-06-10,,3.07,4879.5,1
EMP0110,Team B,Engineering,DevOps Engineer,EMP0217,HQ,2026-03-01,160.0,157.1,3.5,1.6,14,0,78.3,3,False,2024-10-04,,4.1,9416.3,1
EMP0284,Team I,Engineering,Developer,EMP0167,HQ,2026-02-01,160.0,156.0,18.3,0.2,17,0,58.8,9,False,2022-05-19,,3.43,10089.75,1
EMP0437,Team B,Engineering,DevOps Engineer,EMP0035,Remote,2026-08-01,160.0,165.1,5.1,0.1,17,0,72.9,3,False,2024-12-13,,3.53,10019.5,1
EMP0357,Team D,Engineering,Developer,EMP0309,HQ,2026-01-01,160.0,145.0,0.6,0.7,16,0,75.0,0,False,2025-04-27,,3.33,8024.5,1
EMP0024,Team G,Sales,SDR,EMP0434,Remote,2025-09-01,160.0,177.3,17.3,1.1,26,150,88.1,0,False,2024-05-13,,3.72,5691.0,1
EMP0294,Team C,Sales,Account Executive,EMP0318,Remote,2026-06-01,160.0,166.2,6.2,0.1,12,2000,,1,False,2023-01-18,,2.83,7020.0,1
EMP0024,Team G,Sales,SDR,EMP0434,Remote,2026-06-01,160.0,146.1,17.4,1.8,40,150,94.4,2,False,2024-05-13,,3.65,4821.6,1
EMP0397,Team A,Operations,Ops Analyst,EMP0301,Remote,2026-04-01,160.0,160.4,0.4,4.1,78,40,60.3,0,False,2021-08-20,,3.98,5152.0,1
EMP0164,Team E,Sales,Sales Manager,EMP0422,Remote,2026-03-01,160.0,161.0,1.0,0.3,7,2500,79.7,0,False,2023-03-02,,3.29,8450.0,1
EMP0493,Team J,Engineering,Developer,EMP0033,Branch-West,2025-09-01,160.0,150.0,0.6,5.7,11,0,82.2,1,False,2024-12-30,,3.74,8299.5,1
EMP0376,Team E,Sales,SDR,EMP0193,Branch-West,2026-04-01,160.0,163.6,15.2,0.5,50,150,88.6,6,True,2022-03-01,2026-06-17,1.62,5219.2,1
EMP0253,Team G,Operations,Ops Coordinator,EMP0450,HQ,2026-01-01,160.0,165.8,13.2,0.5,77,35,73.0,3,False,2022-07-28,,3.57,5011.2,1
EMP0009,Team C,Support,Support Lead,EMP0061,Branch-West,2025-12-01,160.0,165.3,5.3,0.9,86,60,82.3,0,False,2025-06-23,,3.38,5890.5,1
EMP0090,Team A,Sales,SDR,EMP0280,Branch-East,2026-05-01,160.0,164.0,7.7,1.2,45,150,43.4,5,False,2023-05-20,,3.11,4915.4,1
EMP0135,Team C,Marketing,Content Creator,EMP0471,HQ,2026-04-01,160.0,161.2,1.2,9.0,16,150,,14,False,2021-10-07,,3.26,4890.0,1
EMP0001,Team G,Sales,SDR,EMP0218,Remote,2026-06-01,160.0,163.2,3.2,0.3,47,150,75.5,2,False,2025-02-25,,4.05,4704.0,1
EMP0371,Team H,Engineering,QA Engineer,EMP0225,Branch-East,2025-11-01,160.0,160.8,4.4,1.6,24,0,63.9,0,False,2024-02-11,,3.43,7030.8,1
EMP0420,Team D,OPERATIONS,Ops Analyst,EMP0193,Remote,2025-12-01,160.0,166.9,6.9,0.3,51,40,58.3,3,False,2025-05-29,,,5672.0,1
EMP0431,Team D,Engineering,QA Engineer,EMP0225,,2026-03-01,160.0,161.4,1.4,4.9,25,0,82.9,0,False,2024-08-13,,3.17,6867.0,1
EMP0458,Team H,Sales,SDR,EMP0177,Remote,2026-04-01,160.0,153.1,0.5,0.2,46,150,57.1,0,False,2024-02-18,,2.76,4307.8,1
EMP0299,Team A,Support,Support Lead,EMP0035,HQ,2025-09-01,160.0,156.9,20.3,0.4,72,60,72.4,0,False,2024-09-07,,4.46,6369.9,1
EMP0182,Team H,Engineering,Developer,EMP0217,Branch-East,2026-08-01,160.0,153.0,7.3,4.3,24,0,97.8,0,False,2025-08-26,,3.93,9017.25,1
EMP0076,Team H,Support,Support Lead,EMP0309,Remote,2025-11-01,160.0,162.5,2.5,2.1,116,60,68.8,0,False,2024-05-03,,3.74,5652.5,1
EMP0103,Team I,Sales,Sales Manager,EMP0035,Remote,2026-03-01,160.0,159.4,0.9,1.0,16,2500,89.4,0,False,2021-12-02,,2.94,8359.0,1
EMP0465,Team A,Marketing,Content Creator,EMP0376,Remote,2025-11-01,160.0,166.7,14.2,1.5,21,150,89.5,0,False,2025-04-17,,4.07,5640.0,1
EMP0448,Team G,Operations,Ops Analyst,EMP0167,HQ,2026-06-01,160.0,154.7,5.3,0.4,78,40,74.5,0,False,2024-02-09,,2.81,5204.8,1
EMP0094,Team E,Sales,Sales Manager,EMP0480,,2025-10-01,160.0,155.4,27.0,2.7,13,2500,55.4,3,False,2022-10-05,,4.78,10186.8,1
EMP0014,Team C,Engineering,DevOps Engineer,EMP0185,,2026-07-01,160.0,144.4,1.4,3.8,11,0,36.6,2,False,2026-02-19,,4.4,8497.0,1
EMP0073,Team B,Engineering,Developer,EMP0035,HQ,2026-08-01,160.0,165.8,5.8,3.2,18,0,90.4,0,False,2025-04-05,,3.0,9597.5,1
EMP0088,Team E,Support,Support Agent,EMP0199,Branch-East,2026-07-01,160.0,162.4,23.7,0.8,98,50,83.9,9,False,2025-04-28,,3.58,4750.8,1
EMP0431,Team D,Engineering,QA Engineer,EMP0225,Remote,2026-07-01,160.0,160.3,20.0,2.5,32,0,55.1,4,False,2024-08-13,,4.58,7992.6,1
EMP0337,Team I,Operations,Ops Coordinator,EMP0243,Remote,2026-02-01,160.0,162.2,2.2,0.5,76,35,31.4,1,False,2022-12-31,,2.03,4468.5,1
EMP0389,Team A,Operations,Ops Analyst,EMP0006,HQ,2025-12-01,160.0,146.9,1.9,0.8,33,40,48.8,2,False,2025-05-01,,3.86,4792.0,1
EMP0288,Team I,Sales,SDR,EMP0471,,2026-06-01,160.0,152.1,9.5,0.0,39,150,86.8,0,False,2023-09-20,,3.89,4657.8,1
EMP0015,Team H,Engineering,Developer,EMP0457,HQ,2026-03-01,160.0,162.4,5.0,,16,0,82.7,5,False,2023-09-11,,3.64,9344.5,1
EMP0276,Team F,sales,SDR,EMP0077,Remote,2026-07-01,160.0,165.8,5.8,0.1,48,150,79.3,1,False,2022-12-15,,3.49,4886.0,1
EMP0410,Team H,Engineering,Developer,EMP0061,HQ,2025-11-01,160.0,157.0,2.2,0.4,11,0,86.4,0,False,2024-09-20,,4.04,8816.5,1
EMP0028,Team A,Sales,Account Executive,EMP0047,Remote,2025-11-01,160.0,162.6,2.6,4.9,14,2000,72.1,0,False,2024-12-15,,,6660.0,1
EMP0424,Team G,Sales,Account Executive,EMP0471,Remote,2026-08-01,160.0,160.6,2.1,0.8,13,2000,55.6,11,False,2025-03-25,,2.91,6550.0,1
EMP0050,Team J,Engineering,Developer,EMP0471,Branch-East,2025-11-01,160.0,160.5,0.5,0.8,17,0,72.8,0,False,2022-02-18,,,8868.75,1
EMP0030,Team J,Engineering,Data Engineer,EMP0420,Remote,2026-03-01,160.0,161.9,7.3,0.3,18,0,83.0,6,False,2023-02-25,,4.5,10371.0,1
EMP0399,Team G,Operations,Ops Analyst,EMP0061,HQ,2026-01-01,160.0,168.1,8.1,0.2,57,40,92.0,0,False,2025-12-09,,3.62,5768.0,1
EMP0286,Team J,Engineering,QA Engineer,EMP0162,Remote,2025-10-01,160.0,142.0,4.5,0.5,28,0,62.3,0,False,2021-12-01,,4.2,6247.5,1
EMP0161,Team E,Sales,Account Executive,EMP0277,Branch-West,2026-07-01,160.0,147.8,2.2,1.6,11,2000,90.0,0,False,2021-09-11,,3.54,6044.0,1
EMP0216,Team G,Engineering,DevOps Engineer,EMP0293,Remote,2025-10-01,160.0,156.8,10.8,2.8,19,0,94.9,0,False,2025-01-28,,3.14,10034.0,1
EMP0432,Team A,Operations,Ops Coordinator,EMP0453,Remote,2025-10-01,160.0,154.1,6.6,0.9,60,35,52.6,0,False,2024-03-12,,4.61,4428.0,1
EMP0250,Team A,Operations,Ops Analyst,EMP0225,HQ,2026-03-01,160.0,166.2,14.6,0.9,62,40,93.3,2,False,2022-08-19,,2.74,6019.2,1
EMP0010,Team I,Support,Support Lead,EMP0259,Branch-West,2026-01-01,160.0,167.3,8.6,0.8,92,60,64.1,2,False,2022-08-16,,3.18,6126.8,1
EMP0288,Team I,  Sales  ,SDR,EMP0471,Remote,2026-02-01,160.0,165.0,5.0,0.0,50,150,55.1,1,False,2023-09-20,,2.81,4830.0,1
EMP0269,Team D,Sales,SDR,EMP0100,,2026-06-01,160.0,160.7,0.7,2.0,33,150,80.3,7,False,2022-01-05,,3.69,4529.0,1
EMP0489,Team C,Marketing,Marketing Specialist,EMP0471,Remote,2026-07-01,160.0,162.9,2.9,,13,300,82.1,0,False,2024-06-30,,3.63,5519.25,1
EMP0386,Team H,Operations,Ops Coordinator,EMP0259,HQ,2025-12-01,160.0,151.3,23.5,4.8,52,35,85.0,0,False,2023-10-22,,2.68,5036.85,1
EMP0149,Team J,Engineering,QA Engineer,EMP0071,HQ,2026-03-01,160.0,165.6,5.6,0.8,30,0,87.0,1,False,2022-08-29,,,7308.0,1
EMP0311,Team F,Sales,Sales Manager,EMP0199,Remote,2026-03-01,160.0,151.3,0.1,2.0,10,2500,75.0,0,False,2024-06-28,,3.57,7875.4,1
EMP0347,Team B,Support,Support Agent,EMP0453,HQ,2026-08-01,160.0,153.9,0.3,0.8,108,50,89.1,0,False,2023-01-12,,2.82,3704.4,1
EMP0267,Team F,Support,Support Agent,EMP0185,Remote,2026-04-01,160.0,164.6,28.5,0.1,118,50,68.2,11,False,2025-11-23,,,4976.4,1
EMP0161,Team E,Sales,Account Executive,EMP0277,Branch-West,2026-05-01,160.0,172.7,12.7,0.1,18,2000,36.0,2,False,2021-09-11,,2.87,7670.0,1
EMP0185,Team B,Engineering,QA Engineer,EMP0450,HQ,2026-05-01,160.0,164.9,4.9,1.7,25,0,57.1,3,False,2025-08-09,,2.39,7234.5,1
EMP0469,Team J,Engineering,Data Engineer,EMP0185,Remote,2025-12-01,160.0,163.2,3.2,3.6,15,0,39.4,1,False,2022-07-22,,2.37,10080.0,1
EMP0365,Team I,Marketing,Content Creator,EMP0301,HQ,2026-01-01,160.0,160.1,2.6,0.7,20,150,81.7,1,False,2024-09-30,,4.44,4920.0,1
EMP0431,Team D,Engineering,QA Engineer,EMP0225,Remote,2026-05-01,160.0,148.9,10.0,3.3,26,0,94.2,1,False,2024-08-13,,3.44,6883.8,1
EMP0454,Team G,Marketing,Marketing Specialist,EMP0162,HQ,2026-04-01,160.0,159.5,5.4,4.4,14,300,60.0,0,False,2023-08-22,,3.75,5530.8,1
EMP0353,Team A,Support,Support Lead,EMP0470,Remote,2026-08-01,160.0,163.9,3.9,1.5,126,60,74.7,6,False,2023-08-26,,3.62,5771.5,1
EMP0388,Team J,Engineering,DevOps Engineer,EMP0392,Branch-East,2026-04-01,160.0,160.8,1.8,0.7,10,0,89.7,7,False,2025-10-09,,3.7,9483.0,1
EMP0170,Team B,Sales,Sales Manager,EMP0210,Remote,2026-03-01,160.0,152.7,5.5,0.3,10,2500,70.4,3,False,2025-03-25,,3.62,8369.4,1
EMP0160,Team C,Support,Support Agent,EMP0450,,2026-05-01,160.0,170.0,10.3,,101,50,89.8,0,False,2024-08-10,,1.99,4450.8,1
EMP0235,Team B,Engineering,DevOps Engineer,EMP0450,Remote,2026-03-01,160.0,155.5,16.1,2.5,21,0,86.0,2,False,2023-10-25,,4.31,10419.7,1
EMP0187,Team C,Operations,Ops Analyst,EMP0351,HQ,2026-08-01,160.0,161.7,1.7,4.5,65,40,56.7,3,False,2025-09-30,,,5256.0,1
EMP0260,Team C,Engineering,QA Engineer,EMP0187,HQ,2026-08-01,160.0,160.1,0.1,2.3,31,0,88.8,2,False,2025-12-23,,3.12,6730.5,1
EMP0429,Team I,Sales,Sales Manager,EMP0344,Branch-East,2026-07-01,160.0,147.1,6.0,1.1,9,2500,72.0,1,False,2022-08-12,,2.99,8117.2,1
EMP0339,Team H,Sales,Account Executive,EMP0035,HQ,2026-06-01,160.0,161.5,2.0,0.6,17,2000,90.2,0,False,2024-04-19,,4.19,6580.0,1
EMP0302,Team E,Sales,SDR,EMP0033,Remote,2026-08-01,160.0,161.1,1.2,0.2,42,150,32.1,0,False,2025-12-19,,2.77,4561.2,1
EMP0303,Team D,Sales,Sales Manager,EMP0351,Branch-West,2026-08-01,160.0,154.7,1.7,1.1,7,2500,81.4,0,False,2024-10-26,,2.89,8177.0,1
EMP0315,Team A,Operations,Ops Analyst,EMP0210,Remote,2026-03-01,160.0,157.7,1.7,0.0,63,40,96.4,0,False,2026-01-11,,4.65,5128.0,1
EMP0099,Team J,Engineering,Data Engineer,EMP0344,Branch-East,2026-04-01,160.0,146.6,0.8,,20,0,62.7,3,False,2025-06-21,,3.96,8868.0,1
EMP0070,Team J,Marketing,Content Creator,EMP0006,Branch-West,2025-09-01,160.0,168.7,8.7,1.3,19,150,81.4,2,False,2025-03-03,,2.79,5452.5,1
EMP0046,Team A,Support,Support Agent,EMP0162,HQ,2026-03-01,160.0,156.2,9.0,0.9,86,50,75.5,2,False,2025-11-19,,3.63,4072.8,1
EMP0172,Team G,Engineering,Developer,EMP0071,Branch-West,2026-05-01,160.0,162.5,4.5,3.2,12,0,94.8,2,False,2024-03-09,,3.55,9308.75,1
EMP0107,Team F,Sales,Sales Manager,EMP0420,Remote,2025-10-01,160.0,150.6,10.1,2.5,11,2500,71.2,0,False,2024-02-15,,3.82,8619.0,1
EMP0313,Team G,Engineering,DevOps Engineer,EMP0225,HQ,2025-10-01,160.0,149.2,6.8,1.6,14,0,79.2,0,True,2024-06-02,2025-11-02,1.44,9245.2,1
EMP0023,Team E,engineering,QA Engineer,EMP0147,Remote,2025-11-01,160.0,171.5,11.5,0.5,25,0,57.8,1,False,2023-07-21,,4.35,7927.5,1
EMP0310,Team B,Engineering,DevOps Engineer,EMP0147,Remote,2025-10-01,160.0,161.1,1.1,0.6,13,0,84.3,1,True,2024-12-09,2025-10-17,1.78,9439.5,1
EMP0297,Team F,Operations,Ops Coordinator,EMP0185,HQ,2026-01-01,160.0,170.1,10.1,0.1,69,35,66.7,2,False,2022-01-30,,2.44,5001.75,1
EMP0277,Team A,Operations,Ops Coordinator,EMP0480,HQ,2025-12-01,160.0,160.7,0.7,5.7,77,35,51.3,0,False,2024-02-14,,4.25,4367.25,1
EMP0413,Team I,Marketing,Content Creator,EMP0301,Branch-East,2026-06-01,160.0,151.1,3.2,0.5,21,150,64.1,0,False,2023-10-30,,2.48,4677.0,1
EMP0047,Team C,Sales,Account Executive,EMP0450,Remote,2026-05-01,160.0,160.9,0.9,5.6,14,2000,85.5,3,False,2023-12-23,,3.68,6490.0,1
EMP0140,Team I,Marketing,Marketing Specialist,EMP0482,HQ,2025-11-01,160.0,150.0,6.4,3.0,14,300,33.7,5,False,2025-07-21,,3.49,5266.8,1
EMP0188,Team E,Sales,Account Executive,EMP0420,Branch-East,2026-03-01,160.0,166.0,24.0,3.5,15,2000,79.6,2,False,2025-09-26,,3.79,8080.0,1
EMP0399,Team G,Operations,Ops Analyst,EMP0061,HQ,2025-12-01,160.0,156.4,4.4,1.6,53,40,59.5,1,False,2025-12-09,,4.24,5216.0,1
EMP0070,TEAM J,Marketing,Content Creator,EMP0006,Branch-West,2025-11-01,160.0,160.2,0.2,,13,150,89.1,1,False,2025-03-03,,3.82,4815.0,1
EMP0131,Team F,Sales,Account Executive,EMP0245,Remote,2026-04-01,160.0,157.1,19.9,,15,2000,80.5,4,False,2024-05-01,,4.1,7478.0,1
EMP0203,Team B,engineering,DevOps Engineer,EMP0280,Remote,2025-09-01,160.0,157.3,34.2,0.1,16,0,51.0,5,False,2025-08-16,,3.15,12098.8,1
EMP0230,Team G,Support,Support Lead,EMP0280,HQ,2025-11-01,160.0,162.0,2.0,0.3,100,60,67.2,0,False,2024-09-03,,3.42,5610.0,1
EMP0424,Team G,sales,Account Executive,EMP0471,Remote,2025-09-01,160.0,147.3,3.1,0.0,14,2000,85.2,4,False,2025-03-25,,3.08,6078.0,1
EMP0106,Team J,Engineering,Data Engineer,EMP0309,HQ,2026-06-01,160.0,149.2,21.0,0.2,17,0,88.1,0,False,2025-03-01,,3.87,10842.0,1
EMP0079,Team J,Sales,Account Executive,EMP0077,Branch-East,2026-07-01,160.0,157.7,12.8,0.7,12,2000,72.7,0,False,2023-01-21,,2.85,7076.0,1
EMP0315,Team A,Operations,Ops Analyst,EMP0210,Remote,2026-07-01,160.0,148.7,2.0,0.7,71,40,47.0,2,False,2026-01-11,,3.14,4854.4,1
EMP0209,team d,Engineering,Developer,EMP0422,HQ,2026-03-01,160.0,161.2,1.2,1.0,20,0,60.3,0,False,2026-01-08,,4.01,8965.0,1
EMP0229,Team C,Marketing,Marketing Specialist,EMP0449,HQ,2025-09-01,160.0,154.3,3.6,0.1,15,300,76.0,0,False,2024-07-13,,3.18,5270.1,1
EMP0371,Team H,Engineering,QA Engineer,EMP0225,Branch-East,2025-12-01,160.0,163.4,3.4,1.3,26,0,83.2,0,False,2024-02-11,,3.98,7077.0,1
EMP0072,  Team G  ,Engineering,Developer,EMP0218,HQ,2025-10-01,160.0,158.3,2.1,0.8,10,0,89.6,1,True,2025-02-03,2026-05-29,3.49,8879.75,1
EMP0308,Team B,Sales,Sales Manager,EMP0177,HQ,2026-03-01,160.0,165.9,5.9,0.2,12,2500,85.2,0,False,2025-11-07,,3.77,9087.0,1
EMP0043,Team A,Engineering,QA Engineer,EMP0434,Remote,2025-12-01,160.0,161.6,1.6,0.5,11,0,86.6,0,False,2025-12-09,,3.67,6888.0,1
